Spare_Part,Unit_Price,Vendor_Code
sp3081,2718.05,1026
sp3082,2171.49,1188
sp3083,1556.09,1122
sp3084,2711.32,1278
sp3085,2421.31,1289
sp3086,2064.85,1227
sp3087,1898.79,1059
sp3088,448.82,1273
sp3089,2295.85,1028
sp309,2408.75,1011
sp3090,601.35,1023
sp3091,2954.67,1253
sp3092,2919.28,1170
sp3093,2444.54,1170
sp3094,465.94,1152
sp3095,1327.79,1057
sp3096,2966.01,1245
sp3097,1362.64,1131
sp3098,2992.08,1211
sp3099,1918.96,1062
sp31,2440.67,1219
sp310,2596.04,1291
sp3100,2518.91,1277
sp3101,847.87,1042
sp3102,2741.33,1217
sp3103,2751.1,1196
sp3104,294.33,1193
sp3105,1225.49,1060
sp3106,1252.33,1290
sp3107,1045.77,1198
sp3108,900.98,1257
sp3109,1428.66,1229
sp311,2706.88,1211
sp3110,2633.05,1223
sp3111,2381,1259
sp3112,1906.87,1270
sp3113,1615.43,1014
sp3114,1316.82,1120
sp3115,1301.88,1071
sp3116,529.78,1206
sp3117,1805.01,1243
sp3118,2299.29,1222
sp3119,2824.98,1144
sp312,709.22,1062
sp3120,2782.29,1299
sp3121,1731.78,1100
sp3122,392.87,1091
sp3123,929.67,1274
sp3124,1653.34,1042
sp3125,1097.22,1181
sp3126,1291.58,1299
sp3127,1210.83,1057
sp3128,1508.2,1112
sp3129,1865.99,1180
sp313,823.64,1244
sp3130,208.65,1002
sp3131,898.7,1166
sp3132,517.17,1205
sp3133,1865.1,1004
sp3134,2111.62,1224
sp3135,212.47,1238
sp3136,2679.77,1224
sp3137,1061.33,1047
sp3138,788.98,1207
sp3139,2262.67,1054
sp314,398.1,1196
sp3140,2770.42,1242
sp3141,2701.39,1067
sp3142,158.68,1084
sp3143,2470.42,1164
sp3144,978.86,1071
sp3145,913.01,1054
sp3146,1525.7,1038
sp3147,2118.93,1294
sp3148,384.83,1217
sp3149,2619.81,1210
sp315,2362.34,1277
sp3150,489.72,1030
sp3151,2925.24,1041
sp3152,1385.02,1261
sp3153,2494.89,1065
sp3154,881.32,1262
sp3155,1308.64,1076
sp3156,1972.11,1199
sp3157,645.01,1124
sp3158,713.03,1259
sp3159,2489.51,1144
sp316,2663.99,1274
sp3160,2248.74,1201
sp3161,2302.53,1057
sp3162,2614.85,1034
sp3163,2480.95,1137
sp3164,1594.28,1052
sp3165,561.02,1091
sp3166,1002.26,1297
sp3167,1569.71,1285
sp3168,493.38,1055
sp3169,2568.76,1190
sp317,1278.49,1011
sp3170,2650.06,1066
sp3171,183.95,1075
sp3172,659.01,1091
sp3173,2515.5,1063
sp3174,2527.23,1029
sp3175,823.52,1120
sp3176,1423.7,1186
sp3177,2762.29,1080
sp3178,2143.44,1001
sp3179,894.53,1118
sp318,1899.92,1119
sp3180,2488.17,1299
sp3181,1564.87,1186
sp3182,1942.69,1118
sp3183,459.23,1161
sp3184,188.63,1089
sp3185,1180.15,1179
sp3186,1822.73,1214
sp3187,614.99,1192
sp3188,2624.39,1288
sp3189,1801.95,1079
sp319,548.2,1003
sp3190,1114.3,1221
sp3191,574.19,1275
sp3192,2694.03,1117
sp3193,2271.99,1137
sp3194,2097.67,1025
sp3195,926.7,1077
sp3196,1221.04,1290
sp3197,572.43,1113
sp3198,1759.55,1158
sp3199,2898.26,1035
sp32,2216.22,1249
sp320,2796.65,1090
sp3200,2585.62,1110
sp3201,1977.4,1023
sp3202,2065.32,1270
sp3203,880.34,1187
sp3204,1287.57,1250
sp3205,158.15,1216
sp3206,2362.88,1241
sp3207,2325.96,1100
sp3208,125.8,1103
sp3209,2743.39,1139
sp321,2607.36,1158
sp3210,1977.38,1274
sp3211,1843.31,1137
sp3212,124.54,1279
sp3213,831.93,1042
sp3214,2434.75,1059
sp3215,985.83,1048
sp3216,2904.37,1096
sp3217,1963.95,1143
sp3218,1329.04,1085
sp3219,1191.78,1072
sp322,2931,1072
sp3220,1111.26,1100
sp3221,830.8,1031
sp3222,1453.42,1228
sp3223,2063.87,1190
sp3224,2490.5,1293
sp3225,1251.74,1260
sp3226,396.71,1263
sp3227,1583.39,1273
sp3228,2020.83,1281
sp3229,2545.52,1197
sp323,2451.24,1151
sp3230,1185.27,1168
sp3231,1977.29,1140
sp3232,1866.25,1054
sp3233,965.58,1122
sp3234,413.5,1137
sp3235,285.13,1218
sp3236,2966.25,1135
sp3237,1957.72,1099
sp3238,2598.33,1078
sp3239,857.33,1284
sp324,2656.11,1136
sp3240,2162.17,1106
sp3241,2687.88,1108
sp3242,966.49,1223
sp3243,534.79,1197
sp3244,2319.88,1205
sp3245,2709.09,1150
sp3246,2435.75,1060
sp3247,2426.85,1023
sp3248,1840.1,1020
sp3249,2015.54,1286
sp325,171.88,1194
sp3250,2074.19,1148
sp3251,2191.72,1287
sp3252,2000.66,1265
sp3253,2992.66,1098
sp3254,852.34,1061
sp3255,1313.84,1299
sp3256,1226,1155
sp3257,202.43,1088
sp3258,2153.4,1157
sp3259,1758.92,1227
sp326,2236.04,1268
sp3260,650.75,1135
sp3261,2206.99,1135
sp3262,744.85,1077
sp3263,1650.44,1078
sp3264,2376.2,1139
sp3265,2728.93,1023
sp3266,2048.42,1080
sp3267,1571.21,1022
sp3268,2551.72,1025
sp3269,2537.85,1143
sp327,1063.34,1248
sp3270,2641.83,1007
sp3271,625.29,1200
sp3272,383.05,1299
sp3273,471.04,1153
sp3274,850.09,1105
sp3275,2444.2,1125
sp3276,2312.46,1112
sp3277,630.9,1271
sp3278,2071.17,1297
sp3279,1073.33,1123
sp328,2799.37,1066
sp3280,358.97,1235
sp3281,1130.32,1235
sp3282,2258.21,1197
sp3283,990.55,1029
sp3284,2385.46,1117
sp3285,1060.82,1064
sp3286,855.62,1033
sp3287,952.75,1258
sp3288,2568.52,1137
sp3289,1464.56,1235
sp329,2426.48,1266
sp3290,2612.54,1185
sp3291,1792.37,1028
sp3292,2838.47,1181
sp3293,306.53,1282
sp3294,2679.34,1286
sp3295,1551.38,1199
sp3296,2615.74,1008
sp3297,1206.84,1164
sp3298,965.23,1093
sp3299,256.78,1184
sp33,1655.06,1293
sp330,2605.79,1251
sp3300,2577.3,1242
sp3301,498.36,1063
sp3302,680.86,1067
sp3303,1286.66,1241
sp3304,1751.27,1144
sp3305,2729.2,1202
sp3306,1426.96,1156
sp3307,1017.51,1202
sp3308,2175.44,1244
sp3309,2358.93,1205
sp331,2451.17,1122
sp3310,1513.98,1246
sp3311,1930,1241
sp3312,612.79,1007
sp3313,1940.05,1020
sp3314,113.67,1053
sp3315,893.23,1168
sp3316,2307.46,1133
sp3317,588.96,1100
sp3318,2317,1131
sp3319,1519.77,1263
sp332,873.74,1078
sp3320,2314.35,1245
sp3321,355.32,1296
sp3322,1881.99,1053
sp3323,1937.11,1130
sp3324,1269.84,1152
sp3325,2899.45,1280
sp3326,1211.62,1057
sp3327,209.4,1274
sp3328,678.3,1259
sp3329,1181.99,1267
sp333,2383.39,1124
sp3330,140.82,1109
sp3331,1034.42,1209
sp3332,2516.36,1243
sp3333,652.67,1152
sp3334,2062.57,1039
sp3335,1917.39,1085
sp3336,821.59,1288
sp3337,2111.22,1168
sp3338,1098.61,1088
sp3339,473.9,1036
sp334,413.48,1185
sp3340,1212.3,1109
sp3341,1807.14,1003
sp3342,584.36,1147
sp3343,2489.15,1000
sp3344,964.79,1235
sp3345,943.4,1092
sp3346,2210.71,1268
sp3347,1829.47,1095
sp3348,1079.72,1048
sp3349,2675.12,1007
sp335,2629.28,1132
sp3350,2986.87,1244
sp3351,1093.93,1061
sp3352,2714.01,1126
sp3353,1141.83,1168
sp3354,646.44,1141
sp3355,2849.44,1124
sp3356,2762.8,1283
sp3357,1269.84,1135
sp3358,762.41,1170
sp3359,2208.79,1261
sp336,2589.92,1075
sp3360,480.5,1137
sp3361,2228.82,1281
sp3362,1810.11,1221
sp3363,590.06,1280
sp3364,1163.12,1099
sp3365,1986.57,1218
sp3366,208.35,1159
sp3367,2641.98,1208
sp3368,841.79,1042
sp3369,1650.73,1057
sp337,745.06,1187
sp3370,240.9,1156
sp3371,2984.57,1010
sp3372,2019.71,1236
sp3373,1995.35,1054
sp3374,157.25,1157
sp3375,2100.27,1107
sp3376,1308.65,1261
sp3377,1202.74,1189
sp3378,1687.12,1206
sp3379,1475.75,1206
sp338,2468.1,1194
sp3380,544.07,1193
sp3381,2116.06,1270
sp3382,1927.9,1149
sp3383,973.24,1254
sp3384,2018.83,1237
sp3385,2021.2,1261
sp3386,882.93,1176
sp3387,1856.34,1004
sp3388,497.77,1154
sp3389,2508.89,1208
sp339,1434.88,1064
sp3390,404.25,1233
sp3391,2184.42,1025
sp3392,441.43,1041
sp3393,430.64,1013
sp3394,408.16,1050
sp3395,676.08,1213
sp3396,679.27,1149
sp3397,862.68,1036
sp3398,1617.12,1114
sp3399,684.85,1077
sp34,2922.04,1185
sp340,985.05,1143
sp3400,2139.97,1178
sp3401,956.52,1211
sp3402,214.28,1297
sp3403,1539.43,1245
sp3404,702.31,1108
sp3405,2806.06,1220
sp3406,1058.75,1252
sp3407,107.94,1061
sp3408,2047.74,1108
sp3409,2729.95,1273
sp341,2406.5,1275
sp3410,2522.17,1223
sp3411,2040.16,1133
sp3412,532.52,1293
sp3413,361.24,1063
sp3414,1583.95,1229
sp3415,2198.33,1145
sp3416,393.74,1105
sp3417,842.09,1024
sp3418,770.36,1121
sp3419,2967.13,1100
sp342,760.03,1139
sp3420,958.46,1141
sp3421,1446.4,1255
sp3422,389.45,1061
sp3423,606.64,1076
sp3424,214.39,1281
sp3425,942.64,1091
sp3426,2424.63,1041
sp3427,1006.85,1140
sp3428,2241.77,1261
sp3429,375.5,1047
sp343,168.63,1152
sp3430,2298.79,1157
sp3431,233.08,1132
sp3432,2570.8,1219
sp3433,2023.73,1083
sp3434,594.49,1234
sp3435,1136.83,1031
sp3436,1369.37,1017
sp3437,1903.24,1094
sp3438,2647.58,1216
sp3439,369.56,1292
sp344,660.08,1096
sp3440,2463.4,1124
sp3441,630.32,1052
sp3442,1262.25,1185
sp3443,2890.7,1253
sp3444,888.32,1274
sp3445,1218.57,1075
sp3446,2566.95,1141
sp3447,2419.71,1206
sp3448,1981.65,1263
sp3449,2411.04,1146
sp345,1051.96,1244
sp3450,427.86,1280
sp3451,2118.89,1040
sp3452,270.07,1083
sp3453,2833.15,1220
sp3454,562.25,1161
sp3455,1306.48,1256
sp3456,1813.18,1255
sp3457,2426.57,1186
sp3458,2067.34,1268
sp3459,625.66,1099
sp346,2606.62,1070
sp3460,1201.28,1078
sp3461,1139.94,1146
sp3462,183.57,1064
sp3463,2084.95,1011
sp3464,2531.76,1233
sp3465,2922.99,1274
sp3466,478.9,1255
sp3467,2769.15,1018
sp3468,427.52,1022
sp3469,1292.72,1062
sp347,2903.98,1235
sp3470,233.32,1079
sp3471,858.68,1002
sp3472,1011.29,1104
sp3473,2143.25,1247
sp3474,2065.99,1090
sp3475,2325.83,1178
sp3476,1772.28,1291
sp3477,1738.54,1146
sp3478,2935.9,1257
sp3479,2042.55,1182
sp348,909.46,1076
sp3480,1081.07,1009
sp3481,1617,1179
sp3482,2131.68,1226
sp3483,376.2,1231
sp3484,2018.97,1272
sp3485,820.87,1238
sp3486,1102.67,1079
sp3487,2061.26,1282
sp3488,1216.14,1178
sp3489,2533.2,1195
sp349,1960.3,1101
sp3490,1719.2,1181
sp3491,2964.6,1058
sp3492,258.24,1011
sp3493,1965.86,1080
sp3494,555.09,1151
sp3495,2561.65,1299
sp3496,2570.43,1294
sp3497,2621.31,1164
sp3498,317.11,1184
sp3499,1525.78,1066
sp35,1197.75,1230
sp350,1259.07,1069
sp3500,798.59,1067
sp3501,2913.42,1023
sp3502,246.02,1070
sp3503,745.85,1017
sp3504,1965.62,1047
sp3505,1269.5,1203
sp3506,781.5,1293
sp3507,1431.37,1170
sp3508,2423.66,1283
sp3509,1399.49,1220
sp351,2945.33,1144
sp3510,2584.11,1204
sp3511,1396.5,1015
sp3512,444.25,1244
sp3513,1542.38,1179
sp3514,1994.78,1164
sp3515,397.67,1190
sp3516,1295.78,1013
sp3517,1715.68,1100
sp3518,100.49,1070
sp3519,363.6,1075
sp352,1655.03,1166
sp3520,1852.19,1201
sp3521,1895.29,1250
sp3522,983.33,1042
sp3523,1574.18,1233
sp3524,699.87,1124
sp3525,2047.28,1086
sp3526,2856.03,1257
sp3527,1153.69,1029
sp3528,257.4,1217
sp3529,746.46,1097
sp353,2823.79,1092
sp3530,1417.93,1300
sp3531,1724.44,1237
sp3532,1897.3,1125
sp3533,1472.09,1062
sp3534,2005.78,1089
sp3535,2176.15,1217
sp3536,430.67,1112
sp3537,2302.03,1087
sp3538,743.07,1263
sp3539,1089.94,1212
sp354,434.49,1248
sp3540,2506.66,1082
sp3541,2896.86,1123
sp3542,946.75,1060
sp3543,1613.76,1046
sp3544,2136.08,1104
sp3545,232.76,1030
sp3546,576.05,1060
sp3547,507.3,1210
sp3548,2178.88,1199
sp3549,2192.52,1013
sp355,2914.16,1226
sp3550,410.19,1032
sp3551,1871.47,1146
sp3552,643.88,1087
sp3553,2797.63,1138
sp3554,1239.4,1041
sp3555,1425.43,1174
sp3556,2366.12,1183
sp3557,2178.68,1130
sp3558,412.52,1222
sp3559,1301.96,1117
sp356,617.85,1002
sp3560,2787.22,1034
sp3561,2528.65,1283
sp3562,1807.55,1107
sp3563,2339.22,1024
sp3564,1406.46,1019
sp3565,2009.52,1072
sp3566,2872.95,1228
sp3567,490.44,1037
sp3568,1546.6,1280
sp3569,1638.06,1165
sp357,2891.35,1003
sp3570,240.86,1068
sp3571,2812.39,1261
sp3572,2532.57,1162
sp3573,1500.5,1172
sp3574,1574.17,1196
sp3575,2771.37,1010
sp3576,613.89,1256
sp3577,1777.81,1033
sp3578,2218.43,1115
sp3579,472.31,1231
sp358,869.85,1117
sp3580,1223.48,1204
sp3581,1841.58,1271
sp3582,2659.82,1079
sp3583,1561.92,1281
sp3584,1215.52,1173
sp3585,2940.55,1102
sp3586,2756.14,1262
sp3587,2310.89,1102
sp3588,893.43,1299
sp3589,2894.42,1090
sp359,414.37,1143
sp3590,2914.43,1286
sp3591,1413.25,1081
sp3592,486.78,1064
sp3593,1296.96,1278
sp3594,2130.04,1189
sp3595,2270.44,1072
sp3596,966.85,1125
sp3597,2134.33,1137
sp3598,2596.05,1163
sp3599,2164.44,1122
sp36,1700.92,1083
sp360,1360.23,1161
sp3600,2812.99,1177
sp3601,1934.49,1117
sp3602,682.58,1129
sp3603,1910.09,1278
sp3604,942.68,1176
sp3605,1101.35,1205
sp3606,2049.88,1261
sp3607,2945.87,1052
sp3608,1985.25,1258
sp3609,2879.15,1029
sp361,2212.78,1254
sp3610,1561.29,1284
sp3611,2113.5,1228
sp3612,1034.91,1059
sp3613,434.68,1252
sp3614,1121.49,1154
sp3615,1493.07,1025
sp3616,1754.85,1216
sp3617,2034.76,1227
sp3618,1310.69,1066
sp3619,2268.82,1162
sp362,1009.66,1300
sp3620,2540.03,1178
sp3621,929.19,1137
sp3622,2557.17,1134
sp3623,2444.08,1125
sp3624,1615.92,1154
sp3625,173.29,1073
sp3626,521.45,1296
sp3627,2043.74,1155
sp3628,679.72,1096
sp3629,2275.54,1065
sp363,1858.01,1048
sp3630,566.71,1219
sp3631,931.19,1056
sp3632,826.63,1205
sp3633,2534.21,1015
sp3634,2102.73,1178
sp3635,955.91,1006
sp3636,2285.42,1296
sp3637,193.69,1250
sp3638,2460.68,1126
sp3639,397.19,1209
sp364,1583.13,1275
sp3640,2617.3,1228
sp3641,2244.53,1276
sp3642,2608.04,1247
sp3643,2253,1192
sp3644,1727.68,1063
sp3645,789.03,1229
sp3646,2374.49,1091
sp3647,2416.58,1238
sp3648,934.15,1010
sp3649,2027.03,1031
sp365,1217.07,1288
sp3650,2786.81,1069
sp3651,1223.91,1030
sp3652,2874.44,1161
sp3653,2929.89,1115
sp3654,1006.7,1074
sp3655,1701.16,1051
sp3656,137.6,1266
sp3657,828.89,1241
sp3658,1899.63,1181
sp3659,2364.68,1156
sp366,1772.11,1131
sp3660,2623.34,1087
sp3661,2506.95,1241
sp3662,2743.31,1290
sp3663,2143.42,1083
sp3664,1978.13,1100
sp3665,2289.81,1189
sp3666,1685.18,1274
sp3667,1849.82,1199
sp3668,2350.83,1222
sp3669,2896.44,1011
sp367,838.7,1194
sp3670,953.12,1193
sp3671,614.54,1293
sp3672,2079.71,1008
sp3673,642.23,1293
sp3674,604.01,1143
sp3675,1590.16,1047
sp3676,1193.87,1217
sp3677,1342.67,1128
sp3678,1714.14,1125
sp3679,477.19,1158
sp368,2155.48,1154
sp3680,1793.56,1196
sp3681,839.55,1212
sp3682,1058.63,1183
sp3683,2158.1,1267
sp3684,548.94,1243
sp3685,545.74,1200
sp3686,1035.63,1083
sp3687,247.48,1209
sp3688,2803.91,1136
sp3689,1885.27,1079
sp369,104.9,1013
sp3690,2019.48,1095
sp3691,1522.6,1140
sp3692,1760.76,1217
sp3693,1138.45,1199
sp3694,2373.69,1149
sp3695,1021.79,1262
sp3696,737.89,1059
sp3697,633.22,1045
sp3698,297.71,1019
sp3699,1564.91,1133
sp37,2505.27,1243
sp370,2784.17,1172
sp3700,1306.2,1076
sp3701,1657.4,1179
sp3702,366.64,1223
sp3703,741.47,1253
sp3704,718.73,1271
sp3705,1062.46,1039
sp3706,1146.31,1000
sp3707,733.49,1095
sp3708,2282.7,1251
sp3709,1638.45,1076
sp371,1661.51,1202
sp3710,2990.23,1041
sp3711,2488.7,1155
sp3712,2945.29,1297
sp3713,125.53,1098
sp3714,2039.92,1245
sp3715,1392.44,1049
sp3716,2723.04,1295
sp3717,1879.73,1017
sp3718,1901.28,1001
sp3719,2880.8,1125
sp372,2186.35,1290
sp3720,2079.4,1136
sp3721,1030.72,1070
sp3722,2756.2,1241
sp3723,2840.46,1084
sp3724,1219.04,1196
sp3725,1666.69,1004
sp3726,920.2,1249
sp3727,2742.87,1277
sp3728,2484.12,1252
sp3729,1187.38,1018
sp373,2251.66,1300
sp3730,2428.17,1260
sp3731,1392.12,1156
sp3732,227.17,1048
sp3733,2705.02,1249
sp3734,658.29,1236
sp3735,1590.29,1066
sp3736,2849.81,1138
sp3737,585.44,1135
sp3738,2873.2,1277
sp3739,1660.13,1223
sp374,2044.82,1292
sp3740,121.26,1131
sp3741,289.87,1019
sp3742,2043.97,1248
sp3743,2343.39,1216
sp3744,2608.36,1091
sp3745,1330.21,1147
sp3746,401.39,1217
sp3747,1659.49,1024
sp3748,2137.95,1236
sp3749,2931.05,1276
sp375,1156.24,1011
sp3750,2348.1,1216
sp3751,1975.03,1057
sp3752,2825.28,1128
sp3753,2265.98,1249
sp3754,545.89,1067
sp3755,1431.75,1276
sp3756,1061.97,1296
sp3757,353.81,1219
sp3758,257.38,1226
sp3759,2403.22,1296
sp376,302.92,1147
sp3760,1718.44,1076
sp3761,1767.39,1267
sp3762,760.17,1149
sp3763,850.08,1175
sp3764,1225.29,1001
sp3765,1927.63,1251
sp3766,1355.77,1261
sp3767,148.98,1274
sp3768,2052.57,1278
sp3769,1651.02,1138
sp377,2026.29,1027
sp3770,1960.13,1296
sp3771,1893.21,1122
sp3772,2292.29,1085
sp3773,1798.26,1096
sp3774,2132.56,1293
sp3775,310.51,1046
sp3776,2791.34,1227
sp3777,407.79,1143
sp3778,2381.99,1098
sp3779,973.92,1299
sp378,1057.58,1246
sp3780,350.87,1101
sp3781,2319.3,1025
sp3782,1369.26,1230
sp3783,1245.83,1075
sp3784,2016.1,1081
sp3785,1474.56,1029
sp3786,1647.06,1133
sp3787,495.51,1159
sp3788,1233.88,1111
sp3789,2412.71,1085
sp379,1010.36,1224
sp3790,1682.6,1017
sp3791,2884.39,1009
sp3792,517.82,1176
sp3793,2064.14,1056
sp3794,2751.09,1279
sp3795,2405.55,1006
sp3796,2215.04,1047
sp3797,1182.08,1015
sp3798,2853.45,1095
sp3799,1705.22,1166
sp38,1893.71,1243
sp380,2559.24,1224
sp3800,1709.7,1276
sp3801,457.38,1026
sp3802,114.59,1060
sp3803,1830.3,1063
sp3804,1657.74,1250
sp3805,2846.24,1064
sp3806,983.6,1131
sp3807,2270.06,1091
sp3808,2720.28,1048
sp3809,1097.17,1250
sp381,2187.29,1114
sp3810,1296.7,1042
sp3811,1973.2,1255
sp3812,1586.4,1249
sp3813,566.77,1258
sp3814,740.29,1191
sp3815,2520.77,1102
sp3816,663.55,1114
sp3817,625.94,1108
sp3818,2419.01,1247
sp3819,2571.53,1040
sp382,970.93,1008
sp3820,2569.02,1085
sp3821,2803.87,1149
sp3822,2983.51,1288
sp3823,1437.67,1257
sp3824,1694.03,1033
sp3825,942.89,1006
sp3826,295.35,1274
sp3827,384.79,1041
sp3828,2204.21,1201
sp3829,1512.85,1081
sp383,996.93,1014
sp3830,1059.47,1212
sp3831,471.82,1037
sp3832,2000.87,1174
sp3833,390.13,1125
sp3834,1896.6,1080
sp3835,2710.34,1022
sp3836,1021.58,1267
sp3837,1406.87,1107
sp3838,1887.39,1113
sp3839,986.46,1205
sp384,1284.34,1207
sp3840,1794.09,1057
sp3841,1740.1,1098
sp3842,1157.03,1088
sp3843,1017.37,1279
sp3844,1342.09,1254
sp3845,114.01,1181
sp3846,813.91,1103
sp3847,742.42,1156
sp3848,2245.47,1209
sp3849,1364.76,1089
sp385,1266.96,1001
sp3850,2536.32,1118
sp3851,489.49,1053
sp3852,2225.62,1279
sp3853,2645.87,1172
sp3854,1442.26,1047
sp3855,1140.35,1090
sp3856,985.87,1101
sp3857,1699.85,1201
sp3858,609.73,1169
sp3859,1859.22,1297
sp386,957.4,1193
sp3860,2541.2,1044
sp3861,2590.27,1284
sp3862,506,1198
sp3863,1661.99,1193
sp3864,863.38,1084
sp3865,2670.37,1082
sp3866,321.74,1098
sp3867,318.66,1012
sp3868,154.03,1128
sp3869,1570.82,1015
sp387,469.13,1231
sp3870,190.46,1160
sp3871,1787.48,1106
sp3872,1274.89,1042
sp3873,1811.11,1296
sp3874,2728.28,1050
sp3875,1699.62,1193
sp3876,1676.06,1044
sp3877,2996.31,1119
sp3878,1469.1,1238
sp3879,2348.07,1227
sp388,1319.29,1105
sp3880,1160.87,1171
sp3881,747.59,1037
sp3882,2339.22,1239
sp3883,2226.36,1046
sp3884,943.9,1148
sp3885,1447.63,1105
sp3886,1580.19,1007
sp3887,1250.68,1098
sp3888,1556.29,1150
sp3889,2021.77,1164
sp389,2827.05,1225
sp3890,2559.15,1176
sp3891,2438.97,1248
sp3892,1880.7,1194
sp3893,580.95,1125
sp3894,1591,1217
sp3895,1394.04,1042
sp3896,619.52,1080
sp3897,2851.26,1046
sp3898,2012.3,1111
sp3899,2906.43,1080
sp39,2598.95,1144
sp390,2064.22,1053
sp3900,2234.17,1263
sp3901,1502.16,1230
sp3902,1140.51,1009
sp3903,734.58,1015
sp3904,1514.16,1125
sp3905,282.3,1255
sp3906,1171.36,1257
sp3907,224.14,1291
sp3908,699.64,1138
sp3909,2732.41,1213
sp391,2718.14,1112
sp3910,1147.63,1052
sp3911,1462.06,1011
sp3912,1418.47,1159
sp3913,234.67,1179
sp3914,2943.71,1219
sp3915,1039.81,1289
sp3916,2140.84,1057
sp3917,1611.98,1174
sp3918,2505.98,1272
sp3919,2521.13,1086
sp392,1884.99,1091
sp3920,863.62,1073
sp3921,1678.62,1163
sp3922,604.16,1179
sp3923,1995.66,1211
sp3924,1159.36,1204
sp3925,1994.68,1288
sp3926,2522.86,1229
sp3927,1598.32,1201
sp3928,1191.35,1129
sp3929,2731,1010
sp393,972.75,1084
sp3930,1597.48,1123
sp3931,1123.4,1097
sp3932,2616.39,1146
sp3933,1511.9,1194
sp3934,1498.12,1265
sp3935,1852.21,1267
sp3936,1555.33,1120
sp3937,503.01,1102
sp3938,580.26,1252
sp3939,323.56,1199
sp394,1689.02,1095
sp3940,1966.08,1209
sp3941,713.4,1240
sp3942,642.03,1202
sp3943,1150.45,1122
sp3944,2180.18,1027
sp3945,443.16,1228
sp3946,768,1194
sp3947,2452.4,1019
sp3948,2188.74,1197
sp3949,1496.4,1004
sp395,101.18,1040
sp3950,1488.56,1237
sp3951,711.04,1251
sp3952,567.61,1050
sp3953,2516.76,1100
sp3954,165.09,1088
sp3955,225.12,1284
sp3956,1763.11,1053
sp3957,567.27,1020
sp3958,1925.67,1194
sp3959,213.65,1003
sp396,932.05,1266
sp3960,1759.58,1203
sp3961,262.14,1000
sp3962,848.95,1152
sp3963,622.11,1103
sp3964,2878.89,1138
sp3965,1838.14,1083
sp3966,1734.45,1005
sp3967,154,1232
sp3968,2186.69,1256
sp3969,2019.06,1283
sp397,1346.68,1249
sp3970,922.02,1296
sp3971,348.67,1133
sp3972,1402.69,1083
sp3973,2979.05,1293
sp3974,2615.18,1169
sp3975,594.64,1130
sp3976,2508.05,1163
sp3977,1842.43,1161
sp3978,2404.39,1119
sp3979,2479.31,1274
sp398,1781.96,1285
sp3980,627.46,1035
sp3981,2012.98,1177
sp3982,867.11,1218
sp3983,2200.14,1212
sp3984,1093.75,1054
sp3985,1415.06,1022
sp3986,1812.73,1220
sp3987,766.46,1123
sp3988,1217.84,1035
sp3989,414.85,1102
sp399,1998.65,1145
sp3990,686.81,1046
sp3991,2592.82,1059
sp3992,1562.64,1010
sp3993,1317.41,1097
sp3994,533.73,1157
sp3995,379.27,1216
sp3996,1480.02,1018
sp3997,1882.77,1071
sp3998,213.21,1254
sp3999,2373.22,1065
sp4,747.31,1093
sp40,1774.32,1090
sp400,1448.47,1004
sp4000,1559.65,1016
sp4001,440.8,1113
sp4002,1498.5,1201
sp4003,477.95,1203
sp4004,1850.08,1283
sp4005,2499.81,1230
sp4006,2701.21,1255
sp4007,2347.12,1029
sp4008,1982.77,1290
sp4009,1613.93,1071
sp401,1382.26,1051
sp4010,1174.09,1125
sp4011,225.97,1078
sp4012,1636.47,1168
sp4013,765.51,1229
sp4014,2426.67,1203
sp4015,2389.71,1110
sp4016,1205.59,1008
sp4017,1808.24,1097
sp4018,2250.04,1077
sp4019,2308.46,1263
sp402,719.73,1117
sp4020,2120.45,1010
sp4021,383.38,1165
sp4022,488.26,1200
sp4023,1483.71,1111
sp4024,774.29,1202
sp4025,2591.25,1247
sp4026,921.47,1198
sp4027,2642.62,1193
sp4028,1285.08,1181
sp4029,648.16,1068
sp403,1472.24,1169
sp4030,2156.53,1003
sp4031,2389.33,1267
sp4032,1776.16,1160
sp4033,441.7,1107
sp4034,120.86,1174
sp4035,1998.18,1164
sp4036,2094.52,1233
sp4037,1016.11,1009
sp4038,1150.58,1158
sp4039,548.86,1074
sp404,2713.42,1168
sp4040,1989.57,1294
sp4041,835.53,1195
sp4042,2579.43,1223
sp4043,1328.33,1005
sp4044,1160.37,1270
sp4045,899.13,1033
sp4046,2073.76,1073
sp4047,2289.42,1221
sp4048,1298.36,1229
sp4049,2372.99,1297
sp405,2408.47,1228
sp4050,1499.16,1016
sp4051,1173.62,1256
sp4052,1709.24,1255
sp4053,835.96,1269
sp4054,989.29,1171
sp4055,1098.63,1029
sp4056,2145.93,1061
sp4057,2233.77,1253
sp4058,2579.5,1205
sp4059,2011.92,1142
sp406,592.11,1177
sp4060,2268.66,1180
sp4061,1395.13,1015
sp4062,2128,1250
sp4063,569.21,1183
sp4064,721.93,1067
sp4065,1261.63,1086
sp4066,1081.47,1218
sp4067,1696.67,1233
sp4068,2121.47,1084
sp4069,2149.69,1165
sp407,345.91,1273
sp4070,566.14,1297
sp4071,2897.25,1256
sp4072,115.34,1151
sp4073,364.16,1076
sp4074,521.45,1127
sp4075,2785,1285
sp4076,1362.59,1108
sp4077,285.83,1245
sp4078,743.13,1297
sp4079,332.12,1122
sp408,1594.81,1242
sp4080,209.49,1221
