Invoice_No,OBD_No,Billing_Date,Billing_Amount,IOD_Date,Delivery_Days
8532094,30944509,6/27/2022,11.05426,6/28/2022,0
5413646,92326231,6/27/2022,42.70437,8/16/2022,47
5988998,70062953,6/27/2022,33.08085,8/19/2022,53
9131461,63217173,6/27/2022,30.7816,7/25/2022,24
9604097,40158649,6/27/2022,6.31672,6/28/2022,4
1456381,20964239,6/27/2022,60.92424,8/19/2022,52
7735478,82670144,6/27/2022,15.3908,6/28/2022,1
1202801,10431228,6/27/2022,31.47072,7/17/2022,17
9780934,89907355,6/27/2022,7.21204,6/28/2022,2
7395316,11171326,6/27/2022,7.44012,6/28/2022,2
2026453,88444494,6/27/2022,58.28625,8/16/2022,49
8450288,39520390,6/27/2022,57.7155,8/16/2022,46
8025061,45066699,6/27/2022,70.93284,8/20/2022,51
5368226,54356575,6/27/2022,5.09745,6/28/2022,2
2575728,43737261,6/27/2022,36.93792,7/18/2022,16
5556302,86406702,6/27/2022,5.67825,6/28/2022,2
6144477,26850975,6/27/2022,56.69339,8/18/2022,48
8625510,35521457,6/27/2022,41.84827,8/17/2022,49
3493919,64381639,6/27/2022,26.56448,7/22/2022,23
2090992,27117564,6/27/2022,72.6816,8/17/2022,49
3894805,30829470,6/27/2022,26.88124,8/4/2022,34
3396950,29077681,6/27/2022,55.00105,8/20/2022,52
2328918,66672010,6/27/2022,14.88024,6/28/2022,2
6396217,38451145,6/28/2022,52.90253,8/19/2022,49
9846527,48857261,6/28/2022,3.88575,6/29/2022,3
2832300,14375902,6/28/2022,19.42875,6/29/2022,3
7522861,10603962,6/28/2022,9.09348,6/29/2022,0
5754721,65395437,6/28/2022,44.7507,8/19/2022,49
2948559,96318779,6/28/2022,24.66027,7/9/2022,8
7756851,51835453,6/28/2022,30.67497,8/17/2022,50
1519968,44777901,6/28/2022,33.983,6/29/2022,1
7154919,82751830,6/28/2022,51.2919,8/20/2022,48
2258473,52342760,6/28/2022,28.42524,7/14/2022,13
2652229,27983351,6/28/2022,2.62256,6/29/2022,2
3321767,15108421,6/28/2022,23.6877,7/5/2022,2
6819805,31878126,6/28/2022,46.94194,8/20/2022,52
9574168,95193592,6/28/2022,66.04092,8/18/2022,48
1908938,43160483,6/28/2022,52.2399,7/28/2022,29
7185403,93972706,6/28/2022,26.93496,6/29/2022,3
4535847,44640637,6/28/2022,11.7765,6/29/2022,2
2539513,10486611,6/28/2022,1.20294,6/29/2022,4
1832818,31047600,6/28/2022,49.4613,8/18/2022,49
6554130,61958297,6/28/2022,37.3032,7/22/2022,20
8617079,60813647,6/28/2022,67.00335,8/19/2022,50
3122930,62957459,6/28/2022,53.62335,8/19/2022,50
1229433,25381121,6/28/2022,42.33714,8/18/2022,49
6909569,85467972,6/28/2022,13.05906,6/29/2022,1
1523352,88100019,6/29/2022,23.7881,6/30/2022,1
3238579,48862698,6/29/2022,57.7155,8/19/2022,51
5979441,61686786,6/29/2022,7.47126,6/30/2022,3
6607448,67134463,6/29/2022,0.93279,6/30/2022,0
2547571,49848537,6/29/2022,7.851,6/30/2022,2
6078900,51234862,6/29/2022,38.07765,7/26/2022,26
9690469,49215457,6/29/2022,2.33145,6/30/2022,2
3254255,82506398,6/29/2022,60.07807,8/18/2022,46
3081328,23908045,6/29/2022,8.49575,6/30/2022,1
4078254,26041852,6/29/2022,15.73536,6/30/2022,1
3592332,66817791,6/29/2022,32.9742,7/19/2022,19
1040606,67673347,6/29/2022,42.16068,8/18/2022,50
8330592,31924339,6/29/2022,15.23106,6/30/2022,3
2602147,68904138,6/29/2022,11.65725,6/30/2022,3
9831302,84772521,6/29/2022,6.61344,6/30/2022,2
5404727,30043044,6/29/2022,19.56768,6/30/2022,1
6230435,25734299,6/29/2022,36.3408,8/1/2022,33
7374025,73331235,6/29/2022,32.782,7/17/2022,14
5161346,18772397,6/29/2022,4.61724,6/30/2022,3
6081991,11626011,6/29/2022,21.63612,7/15/2022,14
6172597,21273966,6/29/2022,51.10425,8/7/2022,37
3386384,72220513,6/29/2022,48.51736,8/21/2022,48
3685890,74791014,6/29/2022,30.58716,7/10/2022,8
4572968,55587975,6/29/2022,21.54712,7/10/2022,8
2455399,88250699,6/29/2022,25.68258,6/30/2022,1
2191190,85421175,6/29/2022,0.83014,6/30/2022,2
9603633,76743428,6/29/2022,5.52713,6/30/2022,1
7200434,18766890,6/29/2022,3.2782,6/30/2022,4
1540736,70362053,6/29/2022,26.11812,8/15/2022,45
2978786,76395871,6/29/2022,40.40244,7/16/2022,17
8399823,49281259,6/29/2022,45.69318,8/20/2022,52
1691303,30249236,6/29/2022,77.04774,8/22/2022,50
1349126,32308343,6/29/2022,1.80441,6/30/2022,1
7024535,88429608,6/29/2022,12.4344,6/30/2022,0
5201372,34027574,6/29/2022,24.3381,7/22/2022,20
8372274,80339290,6/29/2022,30.00442,8/11/2022,40
1750496,90608327,6/29/2022,54.48171,8/18/2022,47
1494247,33362909,6/29/2022,39.24654,8/23/2022,53
6861079,58433612,6/29/2022,43.42745,8/20/2022,50
7975340,11777886,6/29/2022,32.47938,8/23/2022,53
2528934,20801701,6/29/2022,2.49042,6/30/2022,2
6968099,70250657,6/29/2022,10.22085,6/30/2022,1
1859564,59253550,6/29/2022,33.08085,8/18/2022,47
6506215,41997664,6/29/2022,5.07702,6/30/2022,1
3754469,63308797,6/29/2022,38.15786,7/12/2022,10
1235219,99093739,6/29/2022,13.5932,6/30/2022,2
9271554,23362330,6/29/2022,64.73205,8/21/2022,51
6489157,40835265,6/29/2022,74.07114,8/21/2022,49
3481667,29014659,6/29/2022,18.0441,7/30/2022,26
1299367,21399490,6/29/2022,48.9192,7/17/2022,13
4536700,17800425,6/30/2022,4.23085,7/1/2022,0
6607301,65744126,6/30/2022,47.8911,8/23/2022,52
5273567,71080020,6/30/2022,47.86172,8/22/2022,50
5617975,78223485,6/30/2022,85.17375,8/20/2022,46
1458871,16992585,6/30/2022,47.13618,7/19/2022,16
6769483,67988491,6/30/2022,83.04946,8/24/2022,54
2715740,60277056,6/30/2022,85.6086,8/20/2022,51
8622005,71521649,6/30/2022,29.17954,7/10/2022,8
2859407,50666826,6/30/2022,33.2056,7/6/2022,4
2683872,21005469,6/30/2022,62.001,8/24/2022,51
1758131,37502162,6/30/2022,33.58044,7/25/2022,23
5915917,73203169,6/30/2022,9.3258,7/1/2022,2
4680485,58458715,6/30/2022,66.21511,8/24/2022,55
5890476,60560976,6/30/2022,28.19252,7/16/2022,12
3592071,70259175,6/30/2022,34.24344,8/8/2022,35
2120619,45372528,6/30/2022,55.03461,8/22/2022,50
3221835,12087889,6/30/2022,26.16436,7/7/2022,3
2619679,99289816,6/30/2022,4.1334,7/1/2022,3
9396422,30232642,6/30/2022,47.69622,7/23/2022,21
1742169,63991141,6/30/2022,18.95016,7/1/2022,0
7830376,84488568,6/30/2022,61.149,7/12/2022,12
5442135,97330798,6/30/2022,79.4937,8/24/2022,52
5963335,50711660,6/30/2022,50.53376,8/20/2022,48
8709479,26074216,6/30/2022,58.48504,8/21/2022,48
9324589,16853204,6/30/2022,55.03461,8/24/2022,53
3733417,20937062,6/30/2022,29.47203,7/6/2022,4
4886661,91523121,6/30/2022,39.84672,7/4/2022,4
7035331,73688685,6/30/2022,17.03475,7/1/2022,1
3910025,17668509,6/30/2022,11.89405,7/1/2022,1
6808609,17420927,6/30/2022,23.23662,7/1/2022,1
8256550,46071429,6/30/2022,53.69212,8/19/2022,50
4564360,85722289,6/30/2022,30.00442,8/19/2022,49
3633903,81900277,6/30/2022,10.2063,7/1/2022,0
3386046,72369093,6/30/2022,43.84113,8/16/2022,43
2834023,70614013,6/30/2022,37.37148,8/20/2022,50
8329428,99446245,7/1/2022,15.29235,7/2/2022,0
8626886,68248876,7/1/2022,66.21511,8/20/2022,50
9282866,55805391,7/1/2022,36.93792,8/8/2022,35
2916171,69908086,7/1/2022,23.45733,7/29/2022,27
4117736,68904563,7/1/2022,7.21204,7/2/2022,0
9023657,11442173,7/1/2022,77.2242,8/23/2022,50
6531987,67646926,7/1/2022,19.01364,7/2/2022,3
7375341,95080736,7/1/2022,36.3408,8/1/2022,27
6515560,14985096,7/1/2022,34.97175,8/14/2022,42
4248696,41899620,7/1/2022,23.0862,8/8/2022,37
7190401,82388638,7/1/2022,18.16057,7/2/2022,1
9390699,19569481,7/1/2022,63.09064,8/21/2022,47
5826180,46152919,7/1/2022,51.32335,8/22/2022,51
7517276,16884226,7/1/2022,60.60366,8/24/2022,52
7052024,63015631,7/1/2022,45.11025,8/23/2022,52
9608271,96429058,7/1/2022,3.00735,7/2/2022,3
9500841,83818891,7/1/2022,52.74763,7/17/2022,13
1736818,48659554,7/1/2022,43.84113,8/6/2022,33
1828280,79447570,7/1/2022,29.5269,7/19/2022,17
2626796,53601671,7/1/2022,84.0381,8/20/2022,47
9339785,19562516,7/1/2022,14.58977,7/2/2022,0
2572245,44535297,7/1/2022,10.8801,7/2/2022,1
6086491,39681939,7/1/2022,42.64702,7/11/2022,7
9184965,85251955,7/1/2022,60.07807,8/20/2022,50
9410070,75451351,7/1/2022,36.37881,7/5/2022,3
8388951,28039586,7/1/2022,72.15582,8/22/2022,51
5630385,92175245,7/1/2022,13.46748,7/2/2022,1
8953616,37241646,7/1/2022,21.63612,7/7/2022,4
6918393,48176560,7/1/2022,4.5426,7/2/2022,3
1598398,51917429,7/1/2022,41.50143,8/21/2022,48
3936369,59242803,7/1/2022,52.58814,7/6/2022,2
5152705,69745642,7/1/2022,27.63565,8/11/2022,39
7533105,13800827,7/1/2022,7.85603,7/2/2022,0
4453497,42025091,7/1/2022,36.71584,8/22/2022,49
1350286,37487549,7/1/2022,33.09022,8/17/2022,43
9150018,78584986,7/1/2022,65.8677,8/24/2022,51
6020284,50593556,7/1/2022,18.0573,7/2/2022,0
5553661,97434553,7/1/2022,50.51475,8/25/2022,51
4596805,25773925,7/2/2022,31.55114,8/14/2022,40
3230397,36104468,7/2/2022,54.957,8/26/2022,51
4823533,89984825,7/2/2022,103.64815,8/24/2022,50
4072601,14813349,7/2/2022,9.8346,7/3/2022,1
2759581,62295174,7/2/2022,25.48725,7/3/2022,2
5186937,86422772,7/2/2022,47.94744,8/24/2022,49
1702543,75945661,7/2/2022,47.6973,8/17/2022,43
5308981,51123406,7/2/2022,1.96692,7/3/2022,1
1152399,19866464,7/2/2022,13.53872,7/3/2022,4
1900724,27560215,7/2/2022,25.48725,7/3/2022,2
6690033,60363964,7/2/2022,25.86321,7/25/2022,19
3642344,46726921,7/2/2022,8.52332,7/3/2022,1
8051394,46854409,7/2/2022,42.6166,8/23/2022,52
8430851,47802961,7/2/2022,57.5091,8/21/2022,46
4773445,75842904,7/2/2022,59.48137,8/22/2022,47
5315095,47053651,7/2/2022,39.69702,8/24/2022,50
6810724,61167738,7/2/2022,58.8825,8/24/2022,51
6937317,80822714,7/2/2022,36.1146,8/16/2022,42
8368372,35481359,7/2/2022,9.96168,7/3/2022,0
8415945,61947267,7/2/2022,31.42412,7/31/2022,26
9837018,96395574,7/2/2022,59.0634,8/23/2022,49
9833734,15066382,7/2/2022,19.6275,7/3/2022,1
5896725,97022836,7/2/2022,18.6516,7/3/2022,1
6616568,59605793,7/2/2022,19.30605,7/3/2022,3
1460514,16348168,7/2/2022,10.10061,7/3/2022,0
2951693,32201578,7/2/2022,26.11995,7/3/2022,2
7146104,57230948,7/2/2022,43.42745,8/23/2022,51
8418417,11671285,7/2/2022,28.12854,7/3/2022,2
8042663,82053491,7/2/2022,9.02205,7/3/2022,1
3858903,63887544,7/2/2022,28.47298,7/25/2022,22
1223625,43980250,7/2/2022,36.8997,7/30/2022,24
3382805,22651946,7/2/2022,33.43764,8/22/2022,50
7963431,24554533,7/2/2022,35.91328,7/28/2022,22
1508603,51983557,7/2/2022,20.32484,7/4/2022,1
2282728,27286261,7/2/2022,50.2464,8/24/2022,52
8420036,30348007,7/2/2022,24.62528,8/6/2022,32
9265993,20003491,7/2/2022,27.07744,8/21/2022,47
1214064,72427793,7/2/2022,29.76048,7/14/2022,10
5220734,26307308,7/2/2022,10.74684,7/3/2022,0
6565503,61518966,7/2/2022,62.001,8/21/2022,47
6354606,55553766,7/2/2022,57.53956,8/21/2022,47
8848119,73566438,7/2/2022,47.71148,8/26/2022,54
6865064,13579612,7/2/2022,24.53893,7/25/2022,21
1466182,59836271,7/3/2022,88.05456,8/26/2022,52
1256104,25706469,7/3/2022,8.56086,7/4/2022,0
3797337,93787448,7/3/2022,39.09555,8/22/2022,47
8942167,51763846,7/3/2022,72.15582,8/23/2022,47
7705101,43308249,7/3/2022,50.14218,7/26/2022,21
3722810,29570681,7/3/2022,16.16034,7/4/2022,0
5900791,82720610,7/3/2022,4.21029,7/4/2022,2
4644223,11288662,7/3/2022,4.66395,7/4/2022,4
5240244,73672398,7/3/2022,11.57352,7/4/2022,1
7480701,76317977,7/3/2022,34.97175,8/21/2022,44
1930573,50393690,7/3/2022,49.38076,7/10/2022,4
8034775,63955904,7/3/2022,54.4005,8/27/2022,52
8051206,31363906,7/3/2022,15.85743,7/4/2022,3
9952378,59358152,7/3/2022,16.92988,7/4/2022,2
4089097,41438475,7/3/2022,18.0573,7/4/2022,2
5565089,19612093,7/3/2022,52.74763,8/6/2022,34
7376268,19779161,7/3/2022,47.71148,8/27/2022,53
3643252,43620927,7/3/2022,41.97555,8/2/2022,29
2194397,20516169,7/3/2022,48.25847,7/28/2022,21
3469063,36441107,7/3/2022,42.3085,7/12/2022,8
2564197,39886356,7/3/2022,20.98305,7/31/2022,24
1659602,73310932,7/3/2022,62.61658,8/26/2022,52
7041303,13284314,7/3/2022,56.69339,8/27/2022,53
3631979,47683749,7/3/2022,11.00682,7/4/2022,0
2764851,31268350,7/3/2022,40.7796,7/4/2022,0
9081632,85253566,7/3/2022,38.15786,8/2/2022,26
8768782,16682630,7/3/2022,10.15404,7/4/2022,0
7982468,63386119,7/3/2022,45.00663,8/24/2022,51
9044494,87585294,7/3/2022,40.0401,8/27/2022,52
6487665,10953635,7/3/2022,51.32335,8/25/2022,49
2138128,10506871,7/4/2022,44.50878,8/24/2022,49
2569291,66093439,7/4/2022,17.43294,7/5/2022,1
5283868,71909709,7/4/2022,33.2056,7/9/2022,4
1663497,19768947,7/4/2022,25.39482,7/25/2022,18
5064978,63786125,7/4/2022,20.20122,7/5/2022,1
8797043,39409858,7/4/2022,29.5269,7/29/2022,23
5043216,64070119,7/4/2022,56.25708,8/6/2022,32
8117934,28649174,7/4/2022,29.88504,7/29/2022,22
8335715,17119495,7/4/2022,30.15944,7/31/2022,25
4018551,59652144,7/4/2022,14.76585,7/5/2022,4
8799005,55126713,7/4/2022,41.58132,8/18/2022,44
9569459,26387650,7/4/2022,35.68215,7/5/2022,2
5400534,55495302,7/4/2022,69.27465,8/24/2022,50
5417071,34052602,7/4/2022,36.0602,8/26/2022,53
9089445,98938318,7/4/2022,12.4344,7/5/2022,1
2396638,83722452,7/4/2022,15.543,7/5/2022,4
1017467,99369916,7/4/2022,33.16278,8/20/2022,46
8942495,38644859,7/4/2022,42.90834,8/7/2022,32
6792038,88172138,7/4/2022,115.5422,8/23/2022,49
8128416,27456803,7/4/2022,13.85172,7/5/2022,1
2402526,51594998,7/4/2022,57.91815,8/28/2022,52
7572309,50135086,7/4/2022,41.18895,8/26/2022,53
3499627,45652586,7/4/2022,42.33714,8/27/2022,50
5210746,38221330,7/4/2022,30.67497,8/26/2022,52
1538869,91090807,7/4/2022,43.1805,8/26/2022,49
3387175,71533151,7/4/2022,28.26909,8/12/2022,34
6350354,98665957,7/4/2022,27.28044,8/3/2022,26
8977556,81874437,7/4/2022,46.629,8/27/2022,53
5734922,75220319,7/4/2022,45.00663,8/26/2022,51
8510459,66202020,7/4/2022,12.4344,7/5/2022,4
2419467,73059790,7/4/2022,62.84824,8/24/2022,48
3768193,91512791,7/4/2022,30.6189,8/19/2022,45
9221915,76657561,7/4/2022,85.17375,8/27/2022,50
1668899,40695523,7/4/2022,101.949,8/25/2022,50
2820230,25037526,7/4/2022,10.15404,7/5/2022,2
4953289,96672985,7/4/2022,78.1609,7/7/2022,2
8285393,71886181,7/4/2022,33.95237,7/28/2022,20
3631333,85031292,7/4/2022,13.85172,7/5/2022,3
9130087,31385665,7/4/2022,38.18644,8/21/2022,44
9514426,57576607,7/4/2022,24.07406,7/23/2022,16
5135634,17232064,7/5/2022,10.79182,7/6/2022,1
2288554,20251264,7/5/2022,24.91432,8/16/2022,39
3145079,36392862,7/5/2022,18.26308,7/6/2022,1
4018677,83833059,7/5/2022,79.86005,8/9/2022,31
3944888,56991937,7/5/2022,22.85586,8/13/2022,34
4770923,13529989,7/5/2022,18.0573,7/6/2022,1
6442853,55140671,7/5/2022,15.07972,7/6/2022,1
6227261,35845654,7/5/2022,48.25847,7/20/2022,10
2629390,23586205,7/5/2022,27.2556,7/6/2022,1
5739835,69996845,7/5/2022,39.13536,7/29/2022,22
5633945,71680543,7/5/2022,42.3954,8/24/2022,48
1854070,66736822,7/5/2022,19.58859,7/6/2022,2
2137192,42180102,7/5/2022,29.21483,8/9/2022,33
9247788,83241127,7/5/2022,47.3754,8/24/2022,49
3623187,73191457,7/5/2022,23.85574,8/19/2022,41
4925917,81673763,7/5/2022,31.30829,7/7/2022,1
1933707,85057990,7/5/2022,40.8252,8/26/2022,51
5090740,15352233,7/5/2022,27.53688,7/14/2022,8
4346505,87392345,7/5/2022,63.97053,8/27/2022,50
7106459,97943530,7/5/2022,56.17642,8/24/2022,47
1638173,31487300,7/5/2022,113.84305,8/27/2022,53
2115016,41533557,7/5/2022,2.49042,7/6/2022,3
8827457,98608237,7/5/2022,52.90752,8/27/2022,49
1534769,81615128,7/5/2022,53.3868,8/26/2022,48
5046832,15928471,7/5/2022,58.0974,8/28/2022,51
6616655,79557343,7/5/2022,27.07744,8/14/2022,38
3370243,20602300,7/5/2022,14.92464,7/6/2022,3
7535837,35149571,7/5/2022,40.01608,8/26/2022,50
9570997,48984039,7/5/2022,48.1833,8/27/2022,48
3518087,31759927,7/5/2022,42.6166,8/26/2022,48
1035771,58086611,7/5/2022,47.12076,8/26/2022,49
3552599,16931154,7/5/2022,6.15632,7/6/2022,1
1691125,13808225,7/5/2022,57.23679,8/26/2022,48
6318899,39075094,7/5/2022,43.1805,8/29/2022,53
5472249,48733661,7/6/2022,38.68276,8/30/2022,54
5608257,52572475,7/6/2022,8.42058,7/7/2022,2
7533541,11479031,7/6/2022,25.9083,7/31/2022,22
8903903,41162829,7/6/2022,83.25835,7/16/2022,6
2238771,64151667,7/6/2022,20.00804,7/16/2022,9
8496673,40504538,7/6/2022,8.46494,7/7/2022,1
2008479,48119652,7/6/2022,37.3032,7/8/2022,1
7897378,14022683,7/6/2022,54.4005,8/27/2022,47
7181227,70655417,7/6/2022,37.3813,7/7/2022,1
5030711,65873121,7/6/2022,11.65725,7/7/2022,4
3388522,60104178,7/6/2022,35.3295,7/17/2022,10
6792100,58261020,7/6/2022,55.9674,8/26/2022,47
8950315,34109916,7/6/2022,19.58859,7/7/2022,2
6192100,13698549,7/6/2022,45.426,7/7/2022,1
5326558,49871655,7/6/2022,26.9339,7/11/2022,2
9955503,96261359,7/6/2022,12.0294,7/7/2022,3
7493411,65734747,7/6/2022,22.9474,7/27/2022,21
3908207,53259586,7/6/2022,70.93284,8/26/2022,49
7400318,37652856,7/6/2022,2.53851,7/7/2022,1
7078755,70716627,7/6/2022,41.84827,8/29/2022,51
6708797,12095132,7/6/2022,50.50305,7/22/2022,13
6337974,19897078,7/6/2022,40.26909,8/27/2022,52
1801131,97681824,7/6/2022,41.6103,8/27/2022,50
2979107,20939544,7/6/2022,9.62352,7/7/2022,1
6640560,32961766,7/6/2022,29.24252,8/10/2022,31
3960067,76408882,7/6/2022,25.39482,8/8/2022,32
4895799,78125368,7/6/2022,43.1805,8/25/2022,49
7180332,86573030,7/6/2022,50.37066,8/29/2022,53
2030156,88943068,7/7/2022,16.16034,7/8/2022,1
5371458,88593968,7/7/2022,17.87445,7/8/2022,1
4288095,62453306,7/7/2022,30.67497,8/30/2022,53
6235440,61249115,7/7/2022,46.58581,8/26/2022,48
3197183,47239278,7/7/2022,63.46275,8/26/2022,46
9666819,29950758,7/7/2022,36.32114,8/13/2022,36
8467940,81946008,7/7/2022,54.3728,7/8/2022,1
8512800,27069555,7/7/2022,2.33145,7/8/2022,2
1609461,94928765,7/7/2022,19.6275,7/8/2022,3
3681120,57723980,7/7/2022,49.27535,8/7/2022,28
7365099,82879901,7/7/2022,52.90752,8/30/2022,51
2780575,91527632,7/7/2022,39.24654,8/27/2022,46
8593770,42261979,7/7/2022,52.67365,8/10/2022,34
9283777,56715690,7/7/2022,46.53935,8/31/2022,54
3633660,89704535,7/7/2022,6.7966,7/8/2022,0
3002052,13915350,7/7/2022,54.78924,8/26/2022,47
8987722,59900679,7/7/2022,36.3408,8/24/2022,46
1449361,61053921,7/7/2022,60.00884,8/29/2022,49
6858284,39398504,7/7/2022,26.88124,7/27/2022,17
4376603,19180999,7/7/2022,69.02646,8/31/2022,52
9039562,18234220,7/7/2022,62.37198,8/31/2022,54
4035787,80176141,7/7/2022,66.26685,7/18/2022,10
3027802,59604988,7/7/2022,16.83435,7/8/2022,0
9337336,64303404,7/7/2022,15.23106,7/8/2022,1
6137400,90141612,7/7/2022,41.50143,8/29/2022,48
5100456,26400494,7/7/2022,3.9255,7/8/2022,4
6630212,14360211,7/7/2022,10.26467,7/8/2022,2
5700131,28762438,7/7/2022,29.17954,7/13/2022,3
9860912,82013982,7/7/2022,46.94194,8/30/2022,49
8656193,73398160,7/7/2022,34.09328,8/27/2022,46
6481437,65767881,7/7/2022,1.12229,7/8/2022,1
1943269,39268622,7/7/2022,12.5616,7/8/2022,1
4951822,62164109,7/8/2022,53.09826,8/31/2022,49
8239828,24046530,7/8/2022,57.7155,8/29/2022,50
8679451,68053270,7/8/2022,32.15446,7/10/2022,1
8782600,90456428,7/8/2022,55.40688,8/27/2022,47
2167300,76096285,7/8/2022,25.26174,7/30/2022,18
8532729,93198164,7/8/2022,9.09348,7/9/2022,1
5217487,62402145,7/8/2022,40.8834,7/28/2022,16
4599894,92124765,7/8/2022,37.3563,7/23/2022,15
6619839,28842069,7/8/2022,51.25416,8/27/2022,48
5492115,44426532,7/8/2022,28.84816,8/23/2022,44
8244357,99800835,7/8/2022,43.1547,8/15/2022,34
8564486,31622965,7/8/2022,7.47126,7/9/2022,0
1110690,77355419,7/8/2022,27.06615,8/23/2022,44
2432757,17405345,7/8/2022,18.61574,7/9/2022,2
5467033,34056124,7/8/2022,11.05426,7/9/2022,1
9227012,74628408,7/8/2022,4.21029,7/9/2022,1
7559372,84623447,7/8/2022,124.03795,8/31/2022,50
5525984,89774433,7/8/2022,101.949,9/1/2022,53
6642061,98852629,7/8/2022,14.05356,7/9/2022,0
3951804,90059115,7/8/2022,53.30871,8/27/2022,47
9895876,56235839,7/8/2022,24.47729,8/22/2022,40
9318184,89699345,7/8/2022,9.0852,7/9/2022,0
1838156,51250118,7/8/2022,8.54865,7/9/2022,1
2462804,31403749,7/8/2022,11.00021,7/9/2022,4
9143364,85138440,7/8/2022,52.29882,8/31/2022,54
8017149,99104753,7/8/2022,31.87791,8/30/2022,51
3544537,96988751,7/8/2022,32.28385,7/9/2022,1
4803579,68010682,7/9/2022,25.3851,8/17/2022,35
1145719,60724570,7/9/2022,7.851,7/10/2022,1
3764568,51937454,7/9/2022,30.81508,8/11/2022,31
8009891,62755319,7/9/2022,19.6275,7/10/2022,3
2862166,55266351,7/9/2022,26.2256,8/6/2022,25
4114612,39432479,7/9/2022,89.27754,8/31/2022,49
4952776,60065675,7/9/2022,67.3374,8/29/2022,48
1085187,66072388,7/9/2022,80.63115,8/28/2022,47
7193786,87296542,7/9/2022,4.96008,7/10/2022,2
8979193,19384048,7/9/2022,69.27465,9/1/2022,53
7257984,84680005,7/9/2022,24.69038,7/10/2022,2
7900296,52478661,7/9/2022,23.69276,8/10/2022,30
3584107,73461082,7/9/2022,39.74775,8/6/2022,25
7873987,48668446,7/9/2022,31.5836,7/27/2022,13
7470005,82525054,7/9/2022,35.53914,8/26/2022,48
7436397,77004565,7/9/2022,3.73116,7/10/2022,3
5506068,38525352,7/9/2022,24.8004,8/1/2022,21
8772007,89231027,7/9/2022,29.0549,7/29/2022,18
1014095,54780993,7/9/2022,73.3788,9/2/2022,55
7512867,91394731,7/9/2022,28.12854,7/10/2022,2
9517169,91734598,7/9/2022,36.0602,8/30/2022,52
4005262,21513787,7/9/2022,39.76999,8/7/2022,27
3148748,27756701,7/9/2022,40.26909,8/28/2022,47
6418354,84041922,7/9/2022,68.09367,8/29/2022,49
5764276,27541073,7/9/2022,51.2919,9/1/2022,51
6932142,94336667,7/9/2022,23.97372,8/21/2022,41
5442610,27763214,7/9/2022,5.4957,7/10/2022,1
6079081,51362456,7/9/2022,61.77041,8/31/2022,51
4213743,27032764,7/9/2022,34.79099,7/17/2022,6
5155754,94776987,7/9/2022,15.77266,7/10/2022,3
1232979,12586803,7/9/2022,24.9042,8/24/2022,44
4668136,41227216,7/9/2022,38.08035,7/16/2022,3
3208436,45040080,7/9/2022,34.5444,8/8/2022,28
9484576,25401732,7/9/2022,26.84606,7/15/2022,4
3588010,13932382,7/10/2022,44.7507,8/30/2022,50
3297254,36743897,7/10/2022,14.94252,7/11/2022,2
2136149,86714178,7/10/2022,51.0315,8/31/2022,49
9465946,64733982,7/10/2022,11.2229,7/11/2022,2
3700143,91614624,7/10/2022,35.46642,7/13/2022,0
5485520,77587480,7/10/2022,39.255,7/28/2022,14
8465986,65019311,7/10/2022,35.40456,9/1/2022,52
4387982,90323506,7/10/2022,18.46896,7/11/2022,1
7148917,35321076,7/10/2022,35.53155,7/17/2022,2
5736848,58917187,7/10/2022,44.50878,8/29/2022,50
2893323,27598709,7/10/2022,7.46232,7/11/2022,1
9336013,56492532,7/10/2022,54.1719,9/1/2022,49
7722154,75974746,7/10/2022,39.09555,8/29/2022,48
1143242,40229850,7/10/2022,12.45716,7/11/2022,1
6317433,56150365,7/10/2022,77.04774,8/31/2022,52
3916847,11071642,7/10/2022,64.30892,9/3/2022,55
5091289,50186679,7/10/2022,5.38678,7/11/2022,0
9418719,46578001,7/10/2022,35.53914,8/4/2022,25
9375456,54334643,7/10/2022,42.63786,8/31/2022,50
5816411,11272889,7/10/2022,32.9742,7/17/2022,4
9994349,64659891,7/10/2022,6.61617,7/11/2022,2
3814324,15561083,7/10/2022,30.71518,7/25/2022,13
9035982,63904155,7/10/2022,40.8252,9/2/2022,51
1631480,21524133,7/10/2022,5.67825,7/11/2022,1
8877422,84580788,7/10/2022,19.84851,7/26/2022,15
4687348,32590892,7/10/2022,46.01389,8/23/2022,41
2693391,59432517,7/10/2022,52.06905,8/30/2022,49
2512749,42847443,7/10/2022,35.53914,8/15/2022,32
3404576,63303079,7/10/2022,56.7825,7/15/2022,1
3498712,68170457,7/10/2022,54.99221,7/14/2022,3
9674519,74997575,7/10/2022,27.1864,7/11/2022,1
6437011,23854626,7/10/2022,6.5564,7/11/2022,1
7960076,13727046,7/10/2022,55.0341,8/10/2022,29
8906186,51010058,7/10/2022,35.53914,8/27/2022,46
2351868,28572252,7/10/2022,43.9656,8/29/2022,45
6019373,74843897,7/10/2022,56.73195,8/30/2022,47
6751174,40706475,7/11/2022,53.3868,8/31/2022,50
8521195,53078457,7/11/2022,36.0602,8/30/2022,50
3407303,23930806,7/11/2022,24.69038,7/12/2022,1
4779307,97968375,7/11/2022,57.53956,9/4/2022,53
7176574,92199711,7/11/2022,33.6687,7/24/2022,9
1659573,24074092,7/11/2022,15.7918,7/12/2022,3
5218530,17222015,7/11/2022,47.5762,7/14/2022,1
